         210     0.997  
         220    0.9973 
         230    0.9976        
         240    0.9979       
         250    0.9982      
         260    0.9985     
         270    0.9988    
         280    0.9991   
         290    0.9994  
         300    0.9997 
         310         1       
         320    1.0003      
         340    1.0009     
         350    1.0012    
